product_id,product_name,sku,category,sale_date,quantity_sold,unit_price,current_stock,minimum_stock,supplier
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-08-19,4,320.00,47,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-08-21,3,320.00,44,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-08-23,5,320.00,39,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-08-25,2,320.00,37,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-08-27,3,320.00,34,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-08-29,4,320.00,30,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-01,2,320.00,28,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-03,3,320.00,25,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-05,4,320.00,21,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-07,2,320.00,19,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-09,3,320.00,16,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-11,1,320.00,15,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-13,2,320.00,13,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-15,3,320.00,10,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-17,2,320.00,8,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-19,1,320.00,7,10,Logitech
PROD002,Mouse Logitech MX Master 3,MS-LOG-001,Periféricos,2024-09-21,2,320.00,5,10,Logitech
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-02,1,850.00,25,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-05,2,850.00,23,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-09,1,850.00,22,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-13,1,850.00,21,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-17,2,850.00,19,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-21,1,850.00,18,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-25,1,850.00,17,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-08-29,2,850.00,15,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-09-02,1,850.00,14,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-09-06,1,850.00,13,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-09-10,2,850.00,11,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-09-14,1,850.00,10,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-09-18,1,850.00,9,3,Corsair
PROD003,Teclado Mecânico Corsair K95,KB-COR-001,Periféricos,2024-09-22,1,850.00,8,3,Corsair
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-08-03,1,1800.00,12,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-08-08,1,1800.00,11,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-08-15,2,1800.00,9,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-08-22,1,1800.00,8,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-08-29,1,1800.00,7,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-09-05,1,1800.00,6,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-09-12,2,1800.00,4,2,LG Electronics
PROD004,Monitor LG UltraWide 34,MON-LG-001,Monitores,2024-09-19,1,1800.00,3,2,LG Electronics
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-01,3,650.00,35,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-04,2,650.00,33,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-07,4,650.00,29,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-10,1,650.00,28,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-13,3,650.00,25,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-16,2,650.00,23,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-19,2,650.00,21,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-22,3,650.00,18,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-25,1,650.00,17,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-28,2,650.00,15,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-08-31,3,650.00,12,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-09-03,2,650.00,10,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-09-06,1,650.00,9,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-09-09,2,650.00,7,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-09-12,1,650.00,6,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-09-15,2,650.00,4,5,Samsung
PROD005,SSD Samsung 980 PRO 1TB,SSD-SAM-001,Armazenamento,2024-09-18,1,650.00,3,5,Samsung
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-01,4,450.00,28,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-03,2,450.00,26,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-06,3,450.00,23,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-09,1,450.00,22,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-12,2,450.00,20,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-15,3,450.00,17,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-18,1,450.00,16,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-21,2,450.00,14,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-24,3,450.00,11,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-27,1,450.00,10,8,Logitech
PROD006,Webcam Logitech C920,WEB-LOG-001,Periféricos,2024-08-30,2,450.00,8,8,Logitech
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-02,8,85.00,142,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-04,6,85.00,136,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-06,5,85.00,131,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-08,7,85.00,124,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-10,4,85.00,120,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-12,9,85.00,111,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-14,3,85.00,108,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-16,6,85.00,102,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-18,5,85.00,97,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-20,8,85.00,89,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-22,4,85.00,85,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-24,7,85.00,78,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-26,6,85.00,72,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-28,5,85.00,67,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-08-30,9,85.00,58,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-01,3,85.00,55,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-03,6,85.00,49,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-05,4,85.00,45,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-07,7,85.00,38,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-09,5,85.00,33,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-11,8,85.00,25,20,Premium Cables
PROD007,Cabo HDMI 2.1 Premium,HDMI-PRM-001,Cabos,2024-09-13,3,85.00,22,20,Premium Cables
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-08-05,1,520.00,18,3,Corsair
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-08-12,2,520.00,16,3,Corsair
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-08-19,1,520.00,15,3,Corsair
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-08-26,1,520.00,14,3,Corsair
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-09-02,2,520.00,12,3,Corsair
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-09-09,1,520.00,11,3,Corsair
PROD008,Fonte Corsair 750W 80+ Gold,PSU-COR-001,Componentes,2024-09-16,1,520.00,10,3,Corsair
PROD009,Placa de Vídeo RTX 4060,GPU-RTX-001,Componentes,2024-08-06,1,2200.00,8,2,NVIDIA
PROD009,Placa de Vídeo RTX 4060,GPU-RTX-001,Componentes,2024-08-20,1,2200.00,7,2,NVIDIA
PROD009,Placa de Vídeo RTX 4060,GPU-RTX-001,Componentes,2024-09-03,1,2200.00,6,2,NVIDIA
PROD009,Placa de Vídeo RTX 4060,GPU-RTX-001,Componentes,2024-09-17,1,2200.00,5,2,NVIDIA
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-01,2,680.00,22,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-06,1,680.00,21,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-11,3,680.00,18,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-16,1,680.00,17,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-21,2,680.00,15,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-26,1,680.00,14,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-08-31,2,680.00,12,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-09-05,1,680.00,11,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-09-10,2,680.00,9,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-09-15,1,680.00,8,5,JBL
PROD010,Fone JBL Quantum 800,FONE-JBL-001,Áudio,2024-09-20,1,680.00,7,5,JBL
